name,path,width,height,area,wall_count,wall_rate,box_count,box_rate,target_count,box_on_target_count,effective_box_count,effective_box_rate
"Microban IV_040","Assets/Resources/Levels/Microban4/Microban IV_040.asset",22,10,220,80,0.363636,4,0.018182,4,0,4,0.018182
"Microban IV_041","Assets/Resources/Levels/Microban4/Microban IV_041.asset",18,11,198,79,0.39899,3,0.015152,3,0,3,0.015152
"Microban IV_042","Assets/Resources/Levels/Microban4/Microban IV_042.asset",27,12,324,117,0.361111,7,0.021605,7,0,7,0.021605
"Microban IV_043","Assets/Resources/Levels/Microban4/Microban IV_043.asset",12,7,84,39,0.464286,3,0.035714,3,0,3,0.035714
"Microban IV_044","Assets/Resources/Levels/Microban4/Microban IV_044.asset",13,8,104,46,0.442308,4,0.038462,4,0,4,0.038462
"Microban IV_045","Assets/Resources/Levels/Microban4/Microban IV_045.asset",11,10,110,45,0.409091,5,0.045455,5,2,3,0.027273
"Microban IV_046","Assets/Resources/Levels/Microban4/Microban IV_046.asset",15,11,165,75,0.454546,8,0.048485,8,0,8,0.048485
"Microban IV_047","Assets/Resources/Levels/Microban4/Microban IV_047.asset",9,10,90,43,0.477778,5,0.055556,5,0,5,0.055556
"Microban IV_048","Assets/Resources/Levels/Microban4/Microban IV_048.asset",9,10,90,42,0.466667,5,0.055556,5,0,5,0.055556
"Microban IV_049","Assets/Resources/Levels/Microban4/Microban IV_049.asset",9,10,90,41,0.455556,5,0.055556,5,0,5,0.055556
"Microban IV_050","Assets/Resources/Levels/Microban4/Microban IV_050.asset",14,15,210,112,0.533333,4,0.019048,4,0,4,0.019048
"Microban IV_051","Assets/Resources/Levels/Microban4/Microban IV_051.asset",7,9,63,38,0.603175,6,0.095238,6,0,6,0.095238
"Microban IV_052","Assets/Resources/Levels/Microban4/Microban IV_052.asset",7,9,63,35,0.555556,6,0.095238,6,0,6,0.095238
"Microban IV_053","Assets/Resources/Levels/Microban4/Microban IV_053.asset",7,9,63,36,0.571429,6,0.095238,6,0,6,0.095238
"Microban IV_054","Assets/Resources/Levels/Microban4/Microban IV_054.asset",7,9,63,37,0.587302,6,0.095238,6,0,6,0.095238
"Microban IV_055","Assets/Resources/Levels/Microban4/Microban IV_055.asset",11,9,99,47,0.474748,6,0.060606,6,5,1,0.010101
"Microban IV_056","Assets/Resources/Levels/Microban4/Microban IV_056.asset",11,13,143,74,0.517483,7,0.048951,7,0,7,0.048951
"Microban IV_057","Assets/Resources/Levels/Microban4/Microban IV_057.asset",16,9,144,60,0.416667,14,0.097222,14,12,2,0.013889
"Microban IV_058","Assets/Resources/Levels/Microban4/Microban IV_058.asset",15,15,225,60,0.266667,12,0.053333,12,4,8,0.035556
"Microban IV_059","Assets/Resources/Levels/Microban4/Microban IV_059.asset",13,13,169,56,0.331361,12,0.071006,12,4,8,0.047337
"Microban IV_060","Assets/Resources/Levels/Microban4/Microban IV_060.asset",13,13,169,49,0.289941,24,0.142012,24,4,20,0.118343
"Microban IV_061","Assets/Resources/Levels/Microban4/Microban IV_061.asset",11,10,110,46,0.418182,8,0.072727,8,4,4,0.036364
"Microban IV_062","Assets/Resources/Levels/Microban4/Microban IV_062.asset",13,11,143,53,0.370629,10,0.06993,10,4,6,0.041958
"Microban IV_063","Assets/Resources/Levels/Microban4/Microban IV_063.asset",11,9,99,44,0.444444,10,0.10101,10,3,7,0.070707
"Microban IV_064","Assets/Resources/Levels/Microban4/Microban IV_064.asset",11,9,99,44,0.444444,10,0.10101,10,4,6,0.060606
"Microban IV_065","Assets/Resources/Levels/Microban4/Microban IV_065.asset",9,9,81,36,0.444444,7,0.08642,7,2,5,0.061728
"Microban IV_066","Assets/Resources/Levels/Microban4/Microban IV_066.asset",9,9,81,34,0.419753,10,0.123457,10,4,6,0.074074
"Microban IV_067","Assets/Resources/Levels/Microban4/Microban IV_067.asset",8,11,88,38,0.431818,10,0.113636,10,2,8,0.090909
"Microban IV_068","Assets/Resources/Levels/Microban4/Microban IV_068.asset",9,11,99,39,0.393939,8,0.080808,8,1,7,0.070707
"Microban IV_069","Assets/Resources/Levels/Microban4/Microban IV_069.asset",11,11,121,45,0.371901,12,0.099174,12,1,11,0.090909
"Microban IV_070","Assets/Resources/Levels/Microban4/Microban IV_070.asset",11,13,143,53,0.370629,11,0.076923,11,1,10,0.06993
"Microban IV_071","Assets/Resources/Levels/Microban4/Microban IV_071.asset",8,12,96,42,0.4375,9,0.09375,9,0,9,0.09375
"Microban IV_072","Assets/Resources/Levels/Microban4/Microban IV_072.asset",11,12,132,47,0.356061,8,0.060606,8,0,8,0.060606
"Microban IV_073","Assets/Resources/Levels/Microban4/Microban IV_073.asset",10,10,100,40,0.4,10,0.1,10,2,8,0.08
"Microban IV_074","Assets/Resources/Levels/Microban4/Microban IV_074.asset",9,12,108,44,0.407407,7,0.064815,7,0,7,0.064815
"Microban IV_075","Assets/Resources/Levels/Microban4/Microban IV_075.asset",17,13,221,80,0.361991,15,0.067873,15,4,11,0.049774
"Microban IV_076","Assets/Resources/Levels/Microban4/Microban IV_076.asset",13,11,143,66,0.461539,13,0.090909,13,1,12,0.083916
"Microban IV_077","Assets/Resources/Levels/Microban4/Microban IV_077.asset",9,11,99,41,0.414141,10,0.10101,10,5,5,0.050505
"Microban IV_078","Assets/Resources/Levels/Microban4/Microban IV_078.asset",10,14,140,52,0.371429,8,0.057143,8,1,7,0.05
"Microban IV_079","Assets/Resources/Levels/Microban4/Microban IV_079.asset",9,11,99,42,0.424242,10,0.10101,10,3,7,0.070707
"Microban IV_080","Assets/Resources/Levels/Microban4/Microban IV_080.asset",13,12,156,53,0.339744,12,0.076923,12,1,11,0.070513
"Microban IV_081","Assets/Resources/Levels/Microban4/Microban IV_081.asset",10,11,110,42,0.381818,10,0.090909,10,2,8,0.072727
"Microban IV_082","Assets/Resources/Levels/Microban4/Microban IV_082.asset",10,11,110,42,0.381818,9,0.081818,9,0,9,0.081818
"Microban IV_083","Assets/Resources/Levels/Microban4/Microban IV_083.asset",10,11,110,41,0.372727,10,0.090909,10,1,9,0.081818
"Microban IV_084","Assets/Resources/Levels/Microban4/Microban IV_084.asset",10,10,100,41,0.41,9,0.09,9,0,9,0.09
"Microban IV_085","Assets/Resources/Levels/Microban4/Microban IV_085.asset",17,13,221,82,0.371041,13,0.058824,13,1,12,0.054299
"Microban IV_086","Assets/Resources/Levels/Microban4/Microban IV_086.asset",9,11,99,44,0.444444,9,0.090909,9,1,8,0.080808
"Microban IV_087","Assets/Resources/Levels/Microban4/Microban IV_087.asset",9,9,81,35,0.432099,7,0.08642,7,4,3,0.037037
"Microban IV_088","Assets/Resources/Levels/Microban4/Microban IV_088.asset",12,13,156,59,0.378205,9,0.057692,9,4,5,0.032051
"Microban IV_089","Assets/Resources/Levels/Microban4/Microban IV_089.asset",15,9,135,40,0.296296,17,0.125926,17,1,16,0.118519
"Microban IV_090","Assets/Resources/Levels/Microban4/Microban IV_090.asset",15,9,135,44,0.325926,18,0.133333,18,6,12,0.088889
"Microban IV_091","Assets/Resources/Levels/Microban4/Microban IV_091.asset",15,9,135,48,0.355556,15,0.111111,15,5,10,0.074074
"Microban IV_092","Assets/Resources/Levels/Microban4/Microban IV_092.asset",15,9,135,44,0.325926,17,0.125926,17,13,4,0.02963
"Microban IV_093","Assets/Resources/Levels/Microban4/Microban IV_093.asset",15,9,135,52,0.385185,19,0.140741,19,5,14,0.103704
"Microban IV_094","Assets/Resources/Levels/Microban4/Microban IV_094.asset",15,9,135,56,0.414815,16,0.118519,16,3,13,0.096296
"Microban IV_095","Assets/Resources/Levels/Microban4/Microban IV_095.asset",15,9,135,54,0.4,19,0.140741,19,9,10,0.074074
"Microban IV_096","Assets/Resources/Levels/Microban4/Microban IV_096.asset",15,9,135,60,0.444444,19,0.140741,19,3,16,0.118519
"Microban IV_097","Assets/Resources/Levels/Microban4/Microban IV_097.asset",16,10,160,68,0.425,22,0.1375,22,0,22,0.1375
"Microban IV_098","Assets/Resources/Levels/Microban4/Microban IV_098.asset",16,10,160,64,0.4,26,0.1625,26,14,12,0.075
"Microban IV_099","Assets/Resources/Levels/Microban4/Microban IV_099.asset",16,10,160,64,0.4,26,0.1625,26,8,18,0.1125
"Microban IV_100","Assets/Resources/Levels/Microban4/Microban IV_100.asset",16,10,160,72,0.45,22,0.1375,22,0,22,0.1375
"Microban IV_101","Assets/Resources/Levels/Microban4/Microban IV_101.asset",42,42,1764,752,0.426304,1,0.000567,1,0,1,0.000567
"Microban IV_102","Assets/Resources/Levels/Microban4/Microban IV_102.asset",49,44,2156,815,0.378015,1,0.000464,1,0,1,0.000464
"Original_001","Assets/Resources/Levels/Original/Original_001.asset",19,11,209,70,0.334928,6,0.028708,6,0,6,0.028708
"Original_002","Assets/Resources/Levels/Original/Original_002.asset",14,10,140,62,0.442857,10,0.071429,10,0,10,0.071429
"Original_003","Assets/Resources/Levels/Original/Original_003.asset",17,10,170,58,0.341177,11,0.064706,11,0,11,0.064706
"Original_004","Assets/Resources/Levels/Original/Original_004.asset",19,14,266,82,0.308271,20,0.075188,20,0,20,0.075188
"Original_005","Assets/Resources/Levels/Original/Original_005.asset",17,13,221,71,0.321267,12,0.054299,12,0,12,0.054299
"Original_006","Assets/Resources/Levels/Original/Original_006.asset",12,11,132,56,0.424242,10,0.075758,10,0,10,0.075758
"Original_007","Assets/Resources/Levels/Original/Original_007.asset",13,12,156,67,0.429487,11,0.070513,11,0,11,0.070513
"Original_008","Assets/Resources/Levels/Original/Original_008.asset",16,16,256,79,0.308594,18,0.070313,18,0,18,0.070313
"Original_009","Assets/Resources/Levels/Original/Original_009.asset",17,14,238,78,0.327731,14,0.058824,14,0,14,0.058824
"Original_010","Assets/Resources/Levels/Original/Original_010.asset",19,16,304,117,0.384868,32,0.105263,32,0,32,0.105263
"Original_011","Assets/Resources/Levels/Original/Original_011.asset",19,15,285,89,0.312281,14,0.049123,14,0,14,0.049123
"Original_012","Assets/Resources/Levels/Original/Original_012.asset",17,13,221,89,0.402715,15,0.067873,15,0,15,0.067873
"Original_013","Assets/Resources/Levels/Original/Original_013.asset",19,13,247,94,0.380567,16,0.064777,16,0,16,0.064777
"Original_014","Assets/Resources/Levels/Original/Original_014.asset",18,16,288,105,0.364583,18,0.0625,18,0,18,0.0625
"Original_015","Assets/Resources/Levels/Original/Original_015.asset",17,16,272,88,0.323529,15,0.055147,15,2,13,0.047794
"Original_016","Assets/Resources/Levels/Original/Original_016.asset",14,15,210,73,0.347619,15,0.071429,15,1,14,0.066667
"Original_017","Assets/Resources/Levels/Original/Original_017.asset",16,14,224,88,0.392857,6,0.026786,6,0,6,0.026786
"Original_018","Assets/Resources/Levels/Original/Original_018.asset",19,13,247,96,0.388664,11,0.044534,11,0,11,0.044534
"Original_019","Assets/Resources/Levels/Original/Original_019.asset",19,16,304,115,0.37829,15,0.049342,15,0,15,0.049342
"Original_020","Assets/Resources/Levels/Original/Original_020.asset",19,16,304,122,0.401316,18,0.059211,18,0,18,0.059211
"Original_021","Assets/Resources/Levels/Original/Original_021.asset",15,15,225,85,0.377778,13,0.057778,13,0,13,0.057778
"Original_022","Assets/Resources/Levels/Original/Original_022.asset",19,16,304,123,0.404605,27,0.088816,27,0,27,0.088816
"Original_023","Assets/Resources/Levels/Original/Original_023.asset",19,14,266,99,0.372181,18,0.067669,18,0,18,0.067669
"Original_024","Assets/Resources/Levels/Original/Original_024.asset",19,16,304,128,0.421053,22,0.072368,22,0,22,0.072368
"Original_025","Assets/Resources/Levels/Original/Original_025.asset",19,16,304,131,0.430921,19,0.0625,19,0,19,0.0625
"Original_026","Assets/Resources/Levels/Original/Original_026.asset",15,12,180,70,0.388889,13,0.072222,13,0,13,0.072222
"Original_027","Assets/Resources/Levels/Original/Original_027.asset",19,13,247,97,0.392713,20,0.080972,20,0,20,0.080972
"Original_028","Assets/Resources/Levels/Original/Original_028.asset",17,15,255,89,0.34902,20,0.078431,20,0,20,0.078431
"Original_029","Assets/Resources/Levels/Original/Original_029.asset",19,13,247,108,0.437247,16,0.064777,16,5,11,0.044534
"Original_030","Assets/Resources/Levels/Original/Original_030.asset",19,14,266,113,0.424812,18,0.067669,18,0,18,0.067669
"Original_031","Assets/Resources/Levels/Original/Original_031.asset",18,16,288,89,0.309028,20,0.069444,20,0,20,0.069444
"Original_032","Assets/Resources/Levels/Original/Original_032.asset",13,15,195,63,0.323077,15,0.076923,15,0,15,0.076923
"Original_033","Assets/Resources/Levels/Original/Original_033.asset",12,15,180,87,0.483333,15,0.083333,15,0,15,0.083333
"Original_034","Assets/Resources/Levels/Original/Original_034.asset",14,15,210,80,0.380952,14,0.066667,14,0,14,0.066667
"Original_035","Assets/Resources/Levels/Original/Original_035.asset",19,16,304,125,0.411184,17,0.055921,17,0,17,0.055921
"Original_036","Assets/Resources/Levels/Original/Original_036.asset",19,16,304,115,0.37829,21,0.069079,21,0,21,0.069079
"Original_037","Assets/Resources/Levels/Original/Original_037.asset",19,15,285,100,0.350877,20,0.070175,20,0,20,0.070175
"Original_038","Assets/Resources/Levels/Original/Original_038.asset",11,11,121,48,0.396694,8,0.066116,8,0,8,0.066116
"Original_039","Assets/Resources/Levels/Original/Original_039.asset",19,16,304,113,0.371711,25,0.082237,25,0,25,0.082237
"Original_040","Assets/Resources/Levels/Original/Original_040.asset",17,16,272,91,0.334559,16,0.058824,16,0,16,0.058824
"Original_041","Assets/Resources/Levels/Original/Original_041.asset",19,15,285,95,0.333333,15,0.052632,15,0,15,0.052632
"Original_042","Assets/Resources/Levels/Original/Original_042.asset",18,13,234,80,0.34188,24,0.102564,24,0,24,0.102564
"Original_043","Assets/Resources/Levels/Original/Original_043.asset",19,11,209,86,0.411483,9,0.043062,9,0,9,0.043062
"Original_044","Assets/Resources/Levels/Original/Original_044.asset",19,15,285,105,0.368421,9,0.031579,9,0,9,0.031579
"Original_045","Assets/Resources/Levels/Original/Original_045.asset",16,14,224,85,0.379464,17,0.075893,17,0,17,0.075893
"Original_046","Assets/Resources/Levels/Original/Original_046.asset",14,16,224,85,0.379464,14,0.0625,14,0,14,0.0625
"Original_047","Assets/Resources/Levels/Original/Original_047.asset",18,11,198,72,0.363636,16,0.080808,16,0,16,0.080808
"Original_048","Assets/Resources/Levels/Original/Original_048.asset",13,16,208,67,0.322115,34,0.163462,34,18,16,0.076923
"Original_049","Assets/Resources/Levels/Original/Original_049.asset",16,15,240,82,0.341667,12,0.05,12,1,11,0.045833
"Original_050","Assets/Resources/Levels/Original/Original_050.asset",19,16,304,106,0.348684,16,0.052632,16,3,13,0.042763
"Original_051","Assets/Resources/Levels/Original/Original_051.asset",14,12,168,67,0.39881,14,0.083333,14,0,14,0.083333
"Original_052","Assets/Resources/Levels/Original/Original_052.asset",19,17,323,118,0.365325,18,0.055728,18,0,18,0.055728
"Original_053","Assets/Resources/Levels/Original/Original_053.asset",20,12,240,107,0.445833,15,0.0625,15,0,15,0.0625
"Original_054","Assets/Resources/Levels/Original/Original_054.asset",20,12,240,105,0.4375,16,0.066667,16,0,16,0.066667
"Original_055","Assets/Resources/Levels/Original/Original_055.asset",20,12,240,112,0.466667,12,0.05,12,0,12,0.05
"Original_056","Assets/Resources/Levels/Original/Original_056.asset",20,12,240,117,0.4875,16,0.066667,16,0,16,0.066667
"Original_057","Assets/Resources/Levels/Original/Original_057.asset",20,12,240,110,0.458333,16,0.066667,16,0,16,0.066667
"Original_058","Assets/Resources/Levels/Original/Original_058.asset",20,12,240,105,0.4375,15,0.0625,15,0,15,0.0625
"Original_059","Assets/Resources/Levels/Original/Original_059.asset",20,12,240,118,0.491667,16,0.066667,16,0,16,0.066667
"Original_060","Assets/Resources/Levels/Original/Original_060.asset",20,12,240,119,0.495833,13,0.054167,13,0,13,0.054167
"Original_061","Assets/Resources/Levels/Original/Original_061.asset",20,12,240,109,0.454167,20,0.083333,20,0,20,0.083333
"Original_062","Assets/Resources/Levels/Original/Original_062.asset",20,12,240,114,0.475,16,0.066667,16,0,16,0.066667
"Original_063","Assets/Resources/Levels/Original/Original_063.asset",20,12,240,100,0.416667,17,0.070833,17,0,17,0.070833
"Original_064","Assets/Resources/Levels/Original/Original_064.asset",20,12,240,123,0.5125,16,0.066667,16,0,16,0.066667
"Original_065","Assets/Resources/Levels/Original/Original_065.asset",20,12,240,110,0.458333,15,0.0625,15,0,15,0.0625
"Original_066","Assets/Resources/Levels/Original/Original_066.asset",20,12,240,96,0.4,18,0.075,18,0,18,0.075
"Original_067","Assets/Resources/Levels/Original/Original_067.asset",20,12,240,119,0.495833,20,0.083333,20,0,20,0.083333
"Original_068","Assets/Resources/Levels/Original/Original_068.asset",20,12,240,108,0.45,15,0.0625,15,0,15,0.0625
"Original_069","Assets/Resources/Levels/Original/Original_069.asset",20,12,240,101,0.420833,18,0.075,18,0,18,0.075
"Original_070","Assets/Resources/Levels/Original/Original_070.asset",20,12,240,110,0.458333,18,0.075,18,0,18,0.075
"Original_071","Assets/Resources/Levels/Original/Original_071.asset",20,12,240,105,0.4375,18,0.075,18,0,18,0.075
"Original_072","Assets/Resources/Levels/Original/Original_072.asset",20,12,240,108,0.45,16,0.066667,16,0,16,0.066667
"Original_073","Assets/Resources/Levels/Original/Original_073.asset",20,12,240,101,0.420833,14,0.058333,14,0,14,0.058333
"Original_074","Assets/Resources/Levels/Original/Original_074.asset",20,12,240,114,0.475,16,0.066667,16,0,16,0.066667
"Original_075","Assets/Resources/Levels/Original/Original_075.asset",20,12,240,110,0.458333,17,0.070833,17,0,17,0.070833
"Original_076","Assets/Resources/Levels/Original/Original_076.asset",20,12,240,110,0.458333,17,0.070833,17,0,17,0.070833
"Original_077","Assets/Resources/Levels/Original/Original_077.asset",14,13,182,78,0.428571,10,0.054945,10,0,10,0.054945
"Original_078","Assets/Resources/Levels/Original/Original_078.asset",19,12,228,87,0.381579,8,0.035088,8,0,8,0.035088
"Original_079","Assets/Resources/Levels/Original/Original_079.asset",19,12,228,78,0.342105,12,0.052632,12,0,12,0.052632
"Original_080","Assets/Resources/Levels/Original/Original_080.asset",19,13,247,78,0.31579,12,0.048583,12,0,12,0.048583
"Original_081","Assets/Resources/Levels/Original/Original_081.asset",19,13,247,82,0.331984,12,0.048583,12,0,12,0.048583
"Original_082","Assets/Resources/Levels/Original/Original_082.asset",17,13,221,76,0.343891,12,0.054299,12,0,12,0.054299
"Original_083","Assets/Resources/Levels/Original/Original_083.asset",17,13,221,102,0.461539,10,0.045249,10,0,10,0.045249
"Original_084","Assets/Resources/Levels/Original/Original_084.asset",16,12,192,79,0.411458,12,0.0625,12,0,12,0.0625
"Original_085","Assets/Resources/Levels/Original/Original_085.asset",20,16,320,137,0.428125,15,0.046875,15,0,15,0.046875
"Original_086","Assets/Resources/Levels/Original/Original_086.asset",17,10,170,73,0.429412,10,0.058824,10,0,10,0.058824
"Original_087","Assets/Resources/Levels/Original/Original_087.asset",16,14,224,95,0.424107,12,0.053571,12,0,12,0.053571
"Original_088","Assets/Resources/Levels/Original/Original_088.asset",17,16,272,102,0.375,23,0.084559,23,0,23,0.084559
"Original_089","Assets/Resources/Levels/Original/Original_089.asset",20,17,340,131,0.385294,21,0.061765,21,0,21,0.061765
"Original_090","Assets/Resources/Levels/Original/Original_090.asset",20,16,320,139,0.434375,25,0.078125,25,3,22,0.06875
"Sasquatch II_001","Assets/Resources/Levels/Sasquatch II/Sasquatch II_001.asset",10,11,110,49,0.445455,5,0.045455,5,0,5,0.045455
"Sasquatch II_002","Assets/Resources/Levels/Sasquatch II/Sasquatch II_002.asset",10,11,110,48,0.436364,5,0.045455,5,0,5,0.045455
"Sasquatch II_003","Assets/Resources/Levels/Sasquatch II/Sasquatch II_003.asset",17,11,187,74,0.395722,6,0.032086,6,0,6,0.032086
"Sasquatch II_004","Assets/Resources/Levels/Sasquatch II/Sasquatch II_004.asset",16,13,208,83,0.399039,9,0.043269,9,1,8,0.038462
"Sasquatch II_005","Assets/Resources/Levels/Sasquatch II/Sasquatch II_005.asset",12,12,144,59,0.409722,8,0.055556,8,0,8,0.055556
"Sasquatch II_006","Assets/Resources/Levels/Sasquatch II/Sasquatch II_006.asset",19,17,323,100,0.309598,15,0.04644,15,1,14,0.043344
"Sasquatch II_007","Assets/Resources/Levels/Sasquatch II/Sasquatch II_007.asset",18,13,234,76,0.324786,10,0.042735,10,0,10,0.042735
"Sasquatch II_008","Assets/Resources/Levels/Sasquatch II/Sasquatch II_008.asset",16,13,208,79,0.379808,12,0.057692,12,2,10,0.048077
"Sasquatch II_009","Assets/Resources/Levels/Sasquatch II/Sasquatch II_009.asset",29,17,493,172,0.348884,23,0.046653,23,1,22,0.044625
"Sasquatch II_010","Assets/Resources/Levels/Sasquatch II/Sasquatch II_010.asset",20,18,360,130,0.361111,15,0.041667,15,6,9,0.025
"Sasquatch II_011","Assets/Resources/Levels/Sasquatch II/Sasquatch II_011.asset",20,14,280,95,0.339286,14,0.05,14,2,12,0.042857
"Sasquatch II_012","Assets/Resources/Levels/Sasquatch II/Sasquatch II_012.asset",11,11,121,32,0.264463,16,0.132231,16,2,14,0.115703
"Sasquatch II_013","Assets/Resources/Levels/Sasquatch II/Sasquatch II_013.asset",17,17,289,96,0.33218,16,0.055363,16,0,16,0.055363
"Sasquatch II_014","Assets/Resources/Levels/Sasquatch II/Sasquatch II_014.asset",14,13,182,67,0.368132,10,0.054945,10,1,9,0.049451
"Sasquatch II_015","Assets/Resources/Levels/Sasquatch II/Sasquatch II_015.asset",27,18,486,158,0.325103,28,0.057613,28,0,28,0.057613
"Sasquatch II_016","Assets/Resources/Levels/Sasquatch II/Sasquatch II_016.asset",13,13,169,48,0.284024,40,0.236686,40,0,40,0.236686
"Sasquatch II_017","Assets/Resources/Levels/Sasquatch II/Sasquatch II_017.asset",29,17,493,88,0.178499,162,0.3286,162,0,162,0.3286
"Sasquatch II_018","Assets/Resources/Levels/Sasquatch II/Sasquatch II_018.asset",25,17,425,148,0.348235,48,0.112941,48,4,44,0.103529
"Sasquatch II_019","Assets/Resources/Levels/Sasquatch II/Sasquatch II_019.asset",19,15,285,109,0.382456,9,0.031579,9,0,9,0.031579
"Sasquatch II_020","Assets/Resources/Levels/Sasquatch II/Sasquatch II_020.asset",19,15,285,101,0.354386,19,0.066667,19,1,18,0.063158
"Sasquatch II_021","Assets/Resources/Levels/Sasquatch II/Sasquatch II_021.asset",19,15,285,106,0.37193,28,0.098246,28,4,24,0.084211
"Sasquatch II_022","Assets/Resources/Levels/Sasquatch II/Sasquatch II_022.asset",21,18,378,137,0.362434,32,0.084656,32,10,22,0.058201
"Sasquatch II_023","Assets/Resources/Levels/Sasquatch II/Sasquatch II_023.asset",30,17,510,223,0.437255,12,0.023529,12,9,3,0.005882
"Sasquatch II_024","Assets/Resources/Levels/Sasquatch II/Sasquatch II_024.asset",25,17,425,142,0.334118,14,0.032941,14,0,14,0.032941
"Sasquatch II_025","Assets/Resources/Levels/Sasquatch II/Sasquatch II_025.asset",23,18,414,142,0.342995,50,0.120773,50,20,30,0.072464
"Sasquatch II_026","Assets/Resources/Levels/Sasquatch II/Sasquatch II_026.asset",17,13,221,91,0.411765,14,0.063348,14,0,14,0.063348
"Sasquatch II_027","Assets/Resources/Levels/Sasquatch II/Sasquatch II_027.asset",16,16,256,124,0.484375,16,0.0625,16,0,16,0.0625
"Sasquatch II_028","Assets/Resources/Levels/Sasquatch II/Sasquatch II_028.asset",28,17,476,185,0.388656,25,0.052521,25,0,25,0.052521
"Sasquatch II_029","Assets/Resources/Levels/Sasquatch II/Sasquatch II_029.asset",27,16,432,164,0.37963,28,0.064815,28,4,24,0.055556
"Sasquatch II_030","Assets/Resources/Levels/Sasquatch II/Sasquatch II_030.asset",19,11,209,92,0.440191,7,0.033493,7,0,7,0.033493
"Sasquatch II_031","Assets/Resources/Levels/Sasquatch II/Sasquatch II_031.asset",18,15,270,98,0.362963,6,0.022222,6,0,6,0.022222
"Sasquatch II_032","Assets/Resources/Levels/Sasquatch II/Sasquatch II_032.asset",13,13,169,38,0.224852,17,0.100592,17,0,17,0.100592
"Sasquatch II_033","Assets/Resources/Levels/Sasquatch II/Sasquatch II_033.asset",24,15,360,100,0.277778,13,0.036111,13,3,10,0.027778
"Sasquatch II_034","Assets/Resources/Levels/Sasquatch II/Sasquatch II_034.asset",13,7,91,44,0.483517,8,0.087912,8,2,6,0.065934
"Sasquatch II_035","Assets/Resources/Levels/Sasquatch II/Sasquatch II_035.asset",15,15,225,84,0.373333,16,0.071111,16,0,16,0.071111
"Sasquatch II_036","Assets/Resources/Levels/Sasquatch II/Sasquatch II_036.asset",17,17,289,98,0.3391,48,0.16609,48,0,48,0.16609
"Sasquatch II_037","Assets/Resources/Levels/Sasquatch II/Sasquatch II_037.asset",29,17,493,170,0.344828,34,0.068966,34,0,34,0.068966
"Sasquatch II_038","Assets/Resources/Levels/Sasquatch II/Sasquatch II_038.asset",27,15,405,154,0.380247,32,0.079012,32,2,30,0.074074
"Sasquatch II_039","Assets/Resources/Levels/Sasquatch II/Sasquatch II_039.asset",19,9,171,70,0.409357,24,0.140351,24,0,24,0.140351
"Sasquatch II_040","Assets/Resources/Levels/Sasquatch II/Sasquatch II_040.asset",30,18,540,180,0.333333,52,0.096296,52,0,52,0.096296
"Sasquatch II_041","Assets/Resources/Levels/Sasquatch II/Sasquatch II_041.asset",13,11,143,48,0.335664,29,0.202797,29,9,20,0.13986
"Sasquatch II_042","Assets/Resources/Levels/Sasquatch II/Sasquatch II_042.asset",23,16,368,134,0.36413,13,0.035326,13,0,13,0.035326
"Sasquatch II_043","Assets/Resources/Levels/Sasquatch II/Sasquatch II_043.asset",30,15,450,146,0.324444,21,0.046667,21,4,17,0.037778
"Sasquatch II_044","Assets/Resources/Levels/Sasquatch II/Sasquatch II_044.asset",17,14,238,95,0.39916,17,0.071429,17,7,10,0.042017
"Sasquatch II_045","Assets/Resources/Levels/Sasquatch II/Sasquatch II_045.asset",22,13,286,88,0.307692,10,0.034965,10,0,10,0.034965
"Sasquatch II_046","Assets/Resources/Levels/Sasquatch II/Sasquatch II_046.asset",30,18,540,188,0.348148,19,0.035185,19,3,16,0.02963
"Sasquatch II_047","Assets/Resources/Levels/Sasquatch II/Sasquatch II_047.asset",17,17,289,88,0.304498,24,0.083045,24,8,16,0.055363
"Sasquatch II_048","Assets/Resources/Levels/Sasquatch II/Sasquatch II_048.asset",17,17,289,48,0.16609,24,0.083045,24,0,24,0.083045
"Sasquatch II_049","Assets/Resources/Levels/Sasquatch II/Sasquatch II_049.asset",23,18,414,125,0.301932,28,0.067633,28,7,21,0.050725
"Sasquatch II_050","Assets/Resources/Levels/Sasquatch II/Sasquatch II_050.asset",29,17,493,162,0.3286,94,0.190669,94,0,94,0.190669
"Sasquatch III_001","Assets/Resources/Levels/Sasquatch III/Sasquatch III_001.asset",8,12,96,45,0.46875,6,0.0625,6,4,2,0.020833
"Sasquatch III_002","Assets/Resources/Levels/Sasquatch III/Sasquatch III_002.asset",13,10,130,50,0.384615,12,0.092308,12,8,4,0.030769
"Sasquatch III_003","Assets/Resources/Levels/Sasquatch III/Sasquatch III_003.asset",13,13,169,74,0.43787,8,0.047337,8,4,4,0.023669
"Sasquatch III_004","Assets/Resources/Levels/Sasquatch III/Sasquatch III_004.asset",18,15,270,108,0.4,17,0.062963,17,2,15,0.055556
"Sasquatch III_005","Assets/Resources/Levels/Sasquatch III/Sasquatch III_005.asset",15,10,150,65,0.433333,9,0.06,9,4,5,0.033333
"Sasquatch III_006","Assets/Resources/Levels/Sasquatch III/Sasquatch III_006.asset",19,17,323,92,0.28483,22,0.068111,22,2,20,0.06192
"Sasquatch III_007","Assets/Resources/Levels/Sasquatch III/Sasquatch III_007.asset",12,13,156,67,0.429487,11,0.070513,11,9,2,0.012821
